job_title,date,open_positions,average_market_salary
Legal secretary,2026-07-24,3972,101955.88
"Scientist, research (maths)",2025-01-15,189,88706.77
Art therapist,2025-05-25,3576,69511.8
Chief Marketing Officer,2024-09-17,3696,132989.83
IT trainer,2025-03-17,1501,86799.65
Fish farm manager,2025-01-05,2488,108391.77
Television floor manager,2024-11-08,4006,87629.07
Sales promotion account executive,2025-05-03,517,72748.88
Drilling engineer,2025-08-27,2298,112130.6
"Psychologist, forensic",2025-01-04,2510,86481.88
Animator,2025-02-23,978,99790.1
"Copywriter, advertising",2025-05-07,386,95121.93
Biomedical engineer,2026-05-20,2158,52682.94
Astronomer,2026-03-27,1317,54062.06
Museum/gallery curator,2024-09-20,3956,153138.24
Lexicographer,2024-08-19,1941,159113.2
Video editor,2025-08-27,3748,189394.73
Patent attorney,2025-10-03,1846,50858.06
Agricultural engineer,2026-06-28,285,94700.94
"Librarian, public",2026-01-13,1375,129938.33
Quantity surveyor,2025-06-07,4269,137333.09
Museum/gallery conservator,2026-05-16,4843,103936.63
Theatre manager,2025-06-24,2914,177732.18
Product manager,2025-07-03,2570,85183.59
Historic buildings inspector/conservation officer,2025-02-20,779,86328.77
Dramatherapist,2026-01-17,1962,71303.48
Race relations officer,2026-01-31,1605,65428.61
Landscape architect,2024-08-09,1175,145895.06
"Engineer, petroleum",2025-06-23,1821,111722.96
Cartographer,2024-11-14,3840,110569.8
"Psychologist, occupational",2025-03-01,2361,144887.58
"Therapist, speech and language",2025-04-19,1324,73289.54
Mental health nurse,2026-04-08,2745,55763.7
Physiological scientist,2025-06-12,697,94280.65
Psychiatric nurse,2026-04-03,4069,123616.29
Set designer,2026-03-18,883,194459.65
Sports administrator,2026-06-07,1122,93757.83
Theatre stage manager,2025-03-23,4581,81875.38
"Conservator, furniture",2025-07-03,1743,177538.15
Animal technologist,2026-06-17,357,174623.46
Television production assistant,2025-09-19,872,66726.15
"Designer, interior/spatial",2024-12-05,14,160907.93
Best boy,2024-12-28,4391,147662.42
Herbalist,2024-10-23,4110,88448.89
Risk manager,2025-07-13,4504,140465.46
Geochemist,2024-11-02,3080,59272.99
Politician's assistant,2026-01-19,2965,121415.24
Horticultural consultant,2026-02-05,334,171747.23
Museum/gallery curator,2026-08-02,4946,87975.76
Gaffer,2026-07-15,3392,68282.68
Electrical engineer,2025-12-16,4998,78129.61
Recruitment consultant,2026-07-07,1838,101520.81
Private music teacher,2026-06-20,2065,117854.3
"Engineer, land",2025-09-27,2802,148785.74
Hotel manager,2025-07-24,2289,111168.55
"Scientist, forensic",2026-06-16,317,60063.18
Firefighter,2024-11-12,3077,55541.59
Hydrologist,2024-08-28,2096,193504.18
Telecommunications researcher,2025-03-13,4576,122332.2
Hydrogeologist,2025-06-21,3321,174971.52
"Engineer, manufacturing",2025-09-24,900,58602.05
Ophthalmologist,2024-08-18,1954,121750.47
"Radiographer, diagnostic",2026-04-06,3179,74856.19
Automotive engineer,2025-08-01,752,141465.43
"Geologist, engineering",2024-09-06,1409,117320.91
Air traffic controller,2024-11-19,4286,124783.44
Furniture designer,2025-12-09,3775,89335.38
Community pharmacist,2026-03-17,2435,56706.91
"Therapist, speech and language",2026-01-04,598,95418.46
Financial risk analyst,2025-01-03,1790,110349.63
Music tutor,2024-10-28,60,197366.14
"Designer, furniture",2024-12-03,4251,63332.24
Patent attorney,2025-03-05,2858,160854.07
Diagnostic radiographer,2026-06-20,228,56886.74
Social researcher,2024-11-02,544,84360.51
Social researcher,2024-12-29,711,131284.22
Database administrator,2025-07-08,1775,189134.54
Press sub,2026-06-30,479,129437.64
Estate agent,2024-08-23,1864,137511.86
Company secretary,2025-05-23,3416,184035.61
"Designer, exhibition/display",2025-04-30,2184,169680.11
Chief Executive Officer,2024-12-30,4036,62367.8
"Designer, furniture",2025-02-20,975,167499.87
Forest/woodland manager,2025-07-20,179,81183.72
Electrical engineer,2024-10-22,4178,107531.39
Chief Financial Officer,2026-07-06,1284,186597.13
Jewellery designer,2025-08-30,3215,123552.99
"Teacher, music",2026-03-08,3872,122221.52
"Pharmacist, hospital",2025-05-23,2207,131976.46
"Administrator, sports",2026-02-13,1539,125771.34
Equality and diversity officer,2025-10-17,3419,89224.83
Advertising art director,2026-05-06,2403,166634.22
Tourist information centre manager,2024-11-26,1078,181193.17
Biomedical engineer,2024-12-21,3632,133456.03
Forest/woodland manager,2026-06-07,3677,161235.4
Forest/woodland manager,2025-06-23,4304,187743.24
Community arts worker,2025-05-06,1654,133461.93
Risk manager,2025-12-05,2204,194174.41
Ergonomist,2024-08-20,1816,173170.87
Community pharmacist,2025-11-24,135,107524.62
Hydrologist,2024-11-01,4314,102185.29
Politician's assistant,2026-04-30,1910,68260.4
Estate agent,2025-10-08,2931,128200.01
Dentist,2025-09-20,2288,60376.77
Insurance broker,2025-05-20,1255,51471.64
Professor Emeritus,2025-11-20,4834,75842.55
Architectural technologist,2025-08-11,4931,52069.45
Stage manager,2025-12-25,4104,131094.27
Agricultural engineer,2026-05-25,1543,73191.17
Toxicologist,2026-06-07,3332,169207.62
Brewing technologist,2026-01-16,161,68465.39
"Radiographer, diagnostic",2026-05-19,3238,110538.28
Network engineer,2026-02-16,4017,70471.87
Training and development officer,2025-03-01,3175,94368.46
Personnel officer,2024-08-15,2963,199133.36
Paediatric nurse,2026-04-11,801,62087.81
Research scientist (maths),2026-06-17,4843,92195.87
Firefighter,2025-10-04,61,176678.82
Television floor manager,2025-05-26,695,65949.64
TEFL teacher,2026-07-15,389,93458.57
Information systems manager,2025-10-30,892,130750.17
Food technologist,2025-04-30,885,158045.59
"Scientist, research (physical sciences)",2025-04-13,2652,139262.06
"Designer, ceramics/pottery",2025-07-16,4645,103397.78
"Engineer, control and instrumentation",2025-09-25,4326,183663.72
Armed forces operational officer,2025-12-31,1091,177750.62
Theatre stage manager,2025-01-15,3401,65337.09
Production engineer,2025-10-05,3180,66170.44
Theatre stage manager,2026-05-29,4250,169378.21
Patent attorney,2026-01-07,3676,61509.26
Industrial/product designer,2025-12-18,4584,136846.61
Best boy,2024-12-19,4730,188869.42
Quarry manager,2025-07-11,4719,73172.67
Chief Executive Officer,2025-11-08,2999,109885.97
Theatre manager,2026-03-21,207,173313.34
Air broker,2024-10-27,2066,193446.48
Herpetologist,2025-11-27,3317,143763.71
Chiropractor,2025-02-13,1292,64656.63
Barista,2025-06-21,1795,136930.89
"Producer, television/film/video",2026-02-01,2532,189644.11
Clinical cytogeneticist,2025-06-13,4830,92901.51
"Doctor, general practice",2025-01-26,3478,137013.69
Print production planner,2024-11-10,4533,151457.8
Chiropractor,2025-06-16,3528,123962.6
Technical author,2026-05-28,996,122469.26
"Engineer, technical sales",2026-07-11,2855,104236.81
Secretary/administrator,2025-09-15,2546,128939.54
Radio producer,2026-03-13,4211,118648.33
Editorial assistant,2025-01-25,1203,92565.47
Pension scheme manager,2024-11-10,1652,130136.86
Health and safety inspector,2025-04-06,4644,59213.6
"Development worker, community",2025-06-10,4296,94044.89
Publishing copy,2026-05-01,71,125731.25
"Scientist, physiological",2025-07-18,262,99087.65
Geophysical data processor,2025-07-29,985,134687.85
Youth worker,2024-11-02,196,114975.06
Furniture conservator/restorer,2026-04-13,4817,146990.5
"Buyer, retail",2025-11-30,3897,57315.31
"Journalist, broadcasting",2025-08-20,2555,141895.13
Travel agency manager,2025-09-04,1467,145516.32
Primary school teacher,2025-04-23,1758,178639.74
Field trials officer,2026-04-21,558,129482.3
"Accountant, chartered management",2025-10-12,4364,65480.93
Firefighter,2026-06-20,3377,104454.62
Government social research officer,2025-05-19,1492,92816.03
"Production designer, theatre/television/film",2026-02-24,4953,170170.31
Fine artist,2024-09-29,566,126371.2
"Psychologist, occupational",2025-06-19,3448,82561.0
Meteorologist,2026-03-14,1702,140083.11
Air broker,2025-10-11,4389,162456.35
Cabin crew,2025-07-07,3325,123975.31
Multimedia programmer,2024-11-07,1420,158576.72
Insurance account manager,2026-07-26,3204,96460.9
Print production planner,2024-11-11,3044,184843.22
Barrister's clerk,2024-11-05,2984,162924.23
"Biochemist, clinical",2026-03-03,4808,169096.29
Applications developer,2024-12-23,1438,147695.29
"Engineer, maintenance",2024-12-15,4816,92194.77
Art therapist,2025-07-15,3713,68136.25
Trade mark attorney,2025-08-05,4350,137340.9
Environmental health practitioner,2025-10-04,3306,76029.13
Learning disability nurse,2025-12-15,3123,58225.93
Financial manager,2024-09-10,210,54082.29
Sales promotion account executive,2025-02-02,2410,136947.59
"Surveyor, rural practice",2026-06-06,4557,149693.76
Transport planner,2024-08-21,100,154080.76
Intelligence analyst,2025-12-21,2094,171270.91
Stage manager,2025-01-11,706,187386.76
Logistics and distribution manager,2025-01-27,1050,196038.9
Television floor manager,2026-07-27,996,159310.56
Rural practice surveyor,2025-03-01,2868,195019.98
Hotel manager,2025-10-31,1152,199773.39
Quarry manager,2026-02-16,1200,98261.18
Biomedical scientist,2026-04-01,285,123154.66
"Radiographer, therapeutic",2025-05-18,1837,96543.29
Ergonomist,2025-06-20,3912,136912.9
Camera operator,2025-09-02,3405,132188.49
Legal executive,2025-04-20,4322,85761.43
Toxicologist,2024-09-14,1867,94293.28
Secretary/administrator,2025-12-31,3719,57595.01
Furniture conservator/restorer,2024-10-02,3037,199343.98
Amenity horticulturist,2024-11-09,3528,117510.37
"Surveyor, minerals",2026-03-12,4777,182155.5
"Conservation officer, historic buildings",2024-11-21,3544,173241.93
Pensions consultant,2025-08-02,4886,125075.14
Publishing copy,2026-03-26,804,119475.37
Games developer,2025-05-01,1811,166729.67
Museum/gallery curator,2024-10-18,1822,61422.67
International aid/development worker,2025-05-24,1427,141611.73
Theme park manager,2026-04-04,2945,125873.84
Airline pilot,2025-06-18,4786,168229.26
Media planner,2025-09-17,2214,91034.32
Professor Emeritus,2024-08-20,4076,124142.68
"Psychologist, prison and probation services",2026-04-02,4846,106680.52
Barrister,2025-04-03,2325,170565.49
"Engineer, water",2026-02-20,882,179702.9
Chief Executive Officer,2025-10-19,3872,51411.92
"Surveyor, commercial/residential",2026-02-21,4702,81436.69
Conference centre manager,2025-03-23,3932,129419.49
"Sound technician, broadcasting/film/video",2025-08-31,2450,67830.68
Event organiser,2026-05-29,1805,193262.69
Lexicographer,2026-05-19,3749,160019.16
Photographer,2026-03-12,917,159408.27
Fine artist,2025-03-20,2424,171731.15
Production engineer,2025-05-07,729,181474.81
Osteopath,2024-09-06,3757,114925.12
Patent attorney,2026-02-18,2174,190727.01
Race relations officer,2026-05-27,4514,138694.51
Art gallery manager,2026-01-25,1989,157466.52
"Merchandiser, retail",2025-06-16,2850,174444.62
Archivist,2025-02-25,3393,115693.88
"Investment banker, operational",2025-04-14,1840,138017.01
"Engineer, civil (contracting)",2025-12-24,2167,103477.11
"Doctor, hospital",2025-04-16,651,127514.1
Physiological scientist,2026-05-13,4118,54803.49
"Designer, television/film set",2024-12-30,1594,83323.99
Neurosurgeon,2025-02-12,1114,192729.05
"Engineer, civil (consulting)",2026-01-09,3841,129926.86
Immunologist,2025-09-23,4107,113095.08
Herpetologist,2026-01-29,1121,61027.07
"Designer, exhibition/display",2025-06-17,1462,198593.86
Copy,2026-04-06,3702,57964.73
Commercial art gallery manager,2026-07-27,1465,106605.0
Special educational needs teacher,2025-09-28,4680,102845.08
IT trainer,2026-02-08,4179,122148.08
Marketing executive,2024-12-08,1231,96222.56
Ophthalmologist,2025-08-13,2265,85550.39
Psychiatrist,2025-02-19,1346,91935.2
Environmental education officer,2025-08-11,4765,87066.89
Colour technologist,2025-04-04,3307,67010.05
Medical sales representative,2026-06-30,464,103583.01
"Lecturer, higher education",2026-05-27,1713,111120.43
Theatre stage manager,2025-01-14,80,150965.28
Diagnostic radiographer,2026-05-10,1983,167231.06
Energy engineer,2025-02-21,4974,96765.71
Television floor manager,2024-10-16,1405,164969.05
"Secretary, company",2025-11-29,3903,112156.37
"Designer, blown glass/stained glass",2026-05-23,4364,117364.94
Recycling officer,2024-09-19,3416,196137.81
Barrister's clerk,2025-02-22,778,103257.11
Logistics and distribution manager,2024-11-15,1854,110861.09
Tourist information centre manager,2024-10-21,2870,84191.43
"Psychologist, clinical",2026-02-27,4041,166165.27
Structural engineer,2026-04-04,3110,143081.55
Energy engineer,2026-05-05,1223,150248.75
Immunologist,2024-10-03,4025,172570.34
Horticultural therapist,2026-01-19,3475,190522.64
Graphic designer,2025-11-03,2319,67737.66
Energy manager,2025-01-20,2699,107981.82
Financial manager,2024-11-19,4791,67775.03
Financial risk analyst,2026-06-17,966,55592.51
"Education officer, museum",2025-01-08,4541,181646.44
"Embryologist, clinical",2025-12-23,4532,109155.74
Special effects artist,2026-01-24,4164,88452.49
Primary school teacher,2024-09-20,1675,97463.01
"Production assistant, radio",2025-06-07,4470,149736.99
Research scientist (physical sciences),2025-08-15,1858,53520.74
Special educational needs teacher,2026-05-02,323,192135.49
Architect,2025-12-25,2189,197447.42
Research scientist (maths),2025-03-03,4671,126405.84
Engineering geologist,2024-10-18,321,183827.93
"Designer, ceramics/pottery",2026-07-04,448,121939.93
"Engineer, automotive",2026-01-20,1098,183134.16
Geophysical data processor,2024-09-17,4283,85065.22
Quality manager,2025-10-13,3175,155230.57
Sports administrator,2024-12-09,4893,174769.81
Financial adviser,2025-10-13,294,100674.44
Radio broadcast assistant,2024-08-09,3784,68936.08
"Research officer, trade union",2025-05-24,4221,62952.9
Consulting civil engineer,2026-05-29,4417,85645.94
Legal executive,2025-11-30,2689,78031.97
"Engineer, drilling",2026-06-06,3064,184372.58
"Optician, dispensing",2024-09-19,3563,120299.8
"Designer, graphic",2025-08-01,4507,83656.61
Warden/ranger,2026-02-17,3370,72502.63
"Presenter, broadcasting",2025-08-19,3984,78039.85
"Therapist, horticultural",2024-12-26,3789,131019.58
"Therapist, occupational",2026-02-25,4068,102186.22
Firefighter,2026-07-02,4315,103731.02
"Producer, radio",2024-08-07,258,189717.83
"Lecturer, higher education",2026-07-16,143,167821.52
Audiological scientist,2026-06-28,2442,95186.58
Herpetologist,2024-08-18,2964,120778.38
Systems analyst,2024-12-10,4513,163377.92
"Psychologist, clinical",2025-02-08,2313,54547.27
"Therapist, nutritional",2025-11-13,2082,70736.27
"Geologist, engineering",2025-06-15,138,78621.61
Product/process development scientist,2024-09-29,1472,184382.77
"Scientist, research (medical)",2025-10-24,4208,91375.83
"Accountant, chartered",2024-09-30,3993,56280.99
"Lecturer, higher education",2026-01-05,1918,59823.26
Geophysicist/field seismologist,2025-11-06,3162,165208.84
Financial trader,2025-11-10,3907,69087.95
Dentist,2025-01-26,4054,137057.06
"Therapist, music",2025-09-20,3715,166526.58
"Psychologist, clinical",2025-02-25,2112,100395.66
"Lecturer, further education",2024-09-14,503,81479.55
Proofreader,2026-06-13,4127,185306.21
Chartered loss adjuster,2025-11-04,3994,188926.75
Manufacturing engineer,2025-06-06,4787,163061.72
Recruitment consultant,2025-03-30,3166,68589.58
Logistics and distribution manager,2025-08-06,4270,85050.94
Garment/textile technologist,2025-06-12,724,121681.2
"Scientist, research (maths)",2026-03-21,2615,100867.8
Higher education lecturer,2025-08-19,4323,110379.11
"Librarian, academic",2025-07-15,4798,195664.92
Oncologist,2025-08-06,2143,187495.76
"Administrator, Civil Service",2025-04-15,4163,93479.93
Computer games developer,2025-01-10,1554,187265.59
Careers adviser,2024-10-21,255,114097.65
Counselling psychologist,2026-05-28,378,173844.03
Waste management officer,2025-08-12,183,72092.73
Tax inspector,2024-09-23,2108,195115.02
Risk analyst,2025-08-26,1440,158907.46
"Accountant, chartered certified",2025-12-28,3543,63406.78
Private music teacher,2026-01-16,941,110898.97
Occupational psychologist,2025-11-15,4336,167235.53
Set designer,2025-02-13,2332,163145.26
"Engineer, control and instrumentation",2024-10-30,3289,55265.34
Race relations officer,2026-02-01,872,123204.4
Museum/gallery exhibitions officer,2024-11-01,4646,131221.99
Contracting civil engineer,2026-05-19,3538,161592.53
Operational researcher,2025-01-29,1172,175909.65
Health and safety adviser,2025-04-08,263,80634.03
Research scientist (physical sciences),2024-12-26,307,57129.71
Control and instrumentation engineer,2025-02-26,1508,123331.42
Lobbyist,2026-04-13,4210,54937.47
"Exhibitions officer, museum/gallery",2025-07-09,4512,138194.89
Magazine features editor,2025-04-26,4038,110568.81
Technical brewer,2024-11-11,4034,72056.05
"Engineer, building services",2024-11-12,1291,82819.78
