project_id,project_name,department_id,status,budget,business_value,complexity
PRJ4306,Project Public-key leadingedge time-frame,D019,In Progress,692197.03,2182239.0,Low
PRJ4307,Project Inverse bi-directional frame,D020,In Progress,279972.4,897439.81,Critical
PRJ4308,Project Right-sized foreground extranet,D018,Completed,686120.94,1770904.81,High
PRJ4309,Project Switchable secondary array,D018,Completed,53895.31,2046968.41,Medium
PRJ4310,Project Down-sized context-sensitive implementation,D019,In Progress,471289.96,1711831.34,High
PRJ4311,Project User-friendly 6thgeneration array,D016,Completed,282728.2,783150.88,High
PRJ4312,Project Horizontal mobile alliance,D007,Completed,136832.23,3462270.81,Low
PRJ4313,Project Centralized leadingedge intranet,D020,Planning,294589.28,4089342.34,Critical
PRJ4314,Project Automated exuding throughput,D004,In Progress,190500.81,587975.88,High
PRJ4315,Project Right-sized well-modulated toolset,D006,In Progress,163726.91,3197911.41,Medium
PRJ4316,Project Realigned human-resource software,D012,In Progress,436966.82,545710.44,High
PRJ4317,Project Triple-buffered full-range policy,D003,Planning,57358.72,1808344.02,Low
PRJ4318,Project Object-based modular pricing structure,D004,Completed,443411.9,4492626.57,Medium
PRJ4319,Project Triple-buffered fault-tolerant application,D014,Completed,938709.87,3800252.84,Critical
PRJ4320,Project Centralized asymmetric success,D016,Completed,705682.17,4154739.18,Low
PRJ4321,Project Phased attitude-oriented concept,D007,Completed,534621.13,1558228.05,High
PRJ4322,Project Optional grid-enabled website,D014,In Progress,414700.98,4325268.56,High
PRJ4323,Project Multi-tiered non-volatile budgetary management,D013,Completed,556949.98,2537246.24,Medium
PRJ4324,Project Intuitive next generation parallelism,D012,Completed,432620.65,2787851.1,Critical
PRJ4325,Project Reverse-engineered 5thgeneration workforce,D020,Completed,657896.86,1087811.39,Critical
PRJ4326,Project Versatile even-keeled service-desk,D001,Completed,960352.23,312862.87,Medium
PRJ4327,Project Multi-channeled clear-thinking application,D009,Completed,967944.34,3921737.26,Critical
PRJ4328,Project Profit-focused discrete product,D007,In Progress,367873.48,3556047.01,Low
PRJ4329,Project Operative methodical help-desk,D017,Planning,78526.99,2986432.02,Critical
PRJ4330,Project Integrated executive approach,D016,In Progress,446420.91,4045861.04,Medium
PRJ4331,Project Right-sized 24/7 installation,D018,Completed,797054.13,3126105.42,High
PRJ4332,Project Reverse-engineered systemic core,D007,Completed,349797.99,813651.1,Medium
PRJ4333,Project User-centric disintermediate encryption,D009,Completed,781400.36,2947993.9,Medium
PRJ4334,Project Universal empowering portal,D010,Completed,273509.77,2078164.71,Low
PRJ4335,Project Function-based upward-trending throughput,D001,Completed,766053.84,761506.68,High
PRJ4336,Project Monitored system-worthy forecast,D014,Completed,406316.83,803320.63,High
PRJ4337,Project Realigned foreground monitoring,D003,Completed,943237.6,3841745.52,Medium
PRJ4338,Project Up-sized global budgetary management,D016,In Progress,41135.43,2170147.61,Critical
PRJ4339,Project Mandatory eco-centric info-mediaries,D019,Completed,727802.14,750679.6,High
PRJ4340,Project Persevering web-enabled collaboration,D016,In Progress,712559.06,913708.21,High
PRJ4341,Project Upgradable eco-centric Graphic Interface,D003,In Progress,596483.4,3914021.79,Medium
PRJ4342,Project Adaptive context-sensitive adapter,D009,Completed,730188.4,3416314.43,Critical
PRJ4343,Project Exclusive 5thgeneration standardization,D019,Completed,272077.15,2755705.74,Low
PRJ4344,Project Switchable responsive open system,D006,In Progress,75469.15,2734588.55,Low
PRJ4345,Project Fundamental background protocol,D003,In Progress,239920.38,471098.78,High
PRJ4346,Project Profit-focused 4thgeneration array,D001,Completed,26216.46,1595979.9,Medium
PRJ4347,Project Grass-roots empowering ability,D011,Completed,643161.95,1042560.55,Medium
PRJ4348,Project Streamlined multi-state middleware,D012,Completed,285404.96,4736916.96,Low
PRJ4349,Project Vision-oriented maximized Graphic Interface,D018,Completed,360449.88,2487478.52,Low
PRJ4350,Project Public-key attitude-oriented moratorium,D016,Planning,756452.14,2913942.4,High
PRJ4351,Project Reverse-engineered user-facing toolset,D020,Completed,577878.14,3741315.81,Critical
PRJ4352,Project Exclusive system-worthy utilization,D002,Completed,975367.09,4936223.83,High
PRJ4353,Project Multi-layered contextually-based monitoring,D011,Completed,348448.66,4771712.78,Low
PRJ4354,Project Streamlined context-sensitive groupware,D020,Completed,54427.31,1524565.47,High
PRJ4355,Project Polarized asymmetric functionalities,D017,In Progress,517142.48,4956236.26,Critical
PRJ4356,Project Business-focused methodical instruction set,D019,Completed,547141.95,2962128.51,Medium
PRJ4357,Project Inverse multimedia infrastructure,D016,Planning,323062.94,700989.79,High
PRJ4358,Project Visionary explicit hierarchy,D014,Completed,204867.82,1914151.42,High
PRJ4359,Project Switchable asymmetric adapter,D008,In Progress,737072.75,4606896.72,Medium
PRJ4360,Project Phased mission-critical algorithm,D003,In Progress,841762.78,4502180.0,Low
PRJ4361,Project Persistent client-driven encryption,D012,In Progress,806661.11,3173134.15,Medium
PRJ4362,Project Fully-configurable directional alliance,D016,Completed,822544.23,695333.89,Critical
PRJ4363,Project Total heuristic functionalities,D005,Completed,934856.86,1936730.5,Low
PRJ4364,Project Synchronized analyzing algorithm,D017,In Progress,762439.4,1310200.83,Low
PRJ4365,Project Triple-buffered uniform initiative,D005,Completed,378088.32,3121355.45,Low
PRJ4366,Project Cross-group hybrid policy,D009,Cancelled,724136.83,978760.16,High
PRJ4367,Project Centralized web-enabled attitude,D009,Completed,310852.66,3673211.93,High
PRJ4368,Project Persevering fault-tolerant flexibility,D017,In Progress,603135.35,1404073.66,Medium
PRJ4369,Project Total optimizing hierarchy,D006,In Progress,863860.02,909364.56,Medium
PRJ4370,Project Ameliorated 6thgeneration adapter,D006,Completed,727118.66,2818514.24,High
PRJ4371,Project Centralized scalable infrastructure,D020,Completed,516158.95,2403955.6,Medium
PRJ4372,Project User-centric mobile array,D004,Completed,112225.57,2177828.89,Critical
PRJ4373,Project Exclusive composite protocol,D015,Completed,756593.38,1681195.28,High
PRJ4374,Project Configurable national architecture,D010,Completed,413961.83,2129996.35,Low
PRJ4375,Project Face-to-face intangible utilization,D019,In Progress,833191.2,2757411.04,High
PRJ4376,Project Cloned holistic collaboration,D011,In Progress,280827.55,3714108.67,Critical
PRJ4377,Project Re-engineered context-sensitive info-mediaries,D019,Planning,655038.39,1200856.13,Critical
PRJ4378,Project Triple-buffered neutral definition,D004,Completed,358909.4,518000.76,High
PRJ4379,Project Multi-lateral bi-directional function,D019,In Progress,557826.07,4508444.91,High
PRJ4380,Project Automated zero administration frame,D016,In Progress,871520.02,4841292.69,Low
PRJ4381,Project Operative modular standardization,D003,Completed,139022.21,3992480.66,Low
PRJ4382,Project Enterprise-wide impactful knowledge user,D006,In Progress,814802.95,2812466.08,High
PRJ4383,Project Assimilated national secured line,D013,Completed,903134.98,1362595.03,Critical
PRJ4384,Project Down-sized coherent function,D004,Completed,369372.35,4302086.44,Critical
PRJ4385,Project Sharable real-time open system,D008,Completed,474428.64,4823277.74,Low
PRJ4386,Project Assimilated asynchronous Internet solution,D009,In Progress,517723.98,1042509.33,Low
PRJ4387,Project Optimized bifurcated hierarchy,D016,Cancelled,348928.69,844826.52,High
PRJ4388,Project Profound object-oriented matrix,D004,Planning,695776.2,1034322.02,Medium
PRJ4389,Project Seamless bi-directional service-desk,D006,In Progress,154988.17,4167236.53,Critical
PRJ4390,Project Multi-channeled content-based capacity,D019,Completed,526396.13,2100842.37,Critical
PRJ4391,Project Profound needs-based framework,D014,Planning,80491.94,3918785.44,Low
PRJ4392,Project Exclusive stable methodology,D018,In Progress,954151.58,432747.15,Medium
PRJ4393,Project Ameliorated well-modulated archive,D005,In Progress,972382.74,2499722.78,High
PRJ4394,Project Cloned user-facing architecture,D012,Completed,766106.89,1282997.18,High
PRJ4395,Project Triple-buffered transitional groupware,D004,Planning,352292.7,2226674.5,Medium
PRJ4396,Project Organic explicit monitoring,D007,In Progress,751099.72,4438034.1,Low
PRJ4397,Project Universal user-facing policy,D015,Completed,296589.96,1287924.9,Medium
PRJ4398,Project Front-line background standardization,D001,Completed,975601.56,3774742.14,High
PRJ4399,Project Future-proofed homogeneous infrastructure,D010,Completed,340049.24,3884778.64,High
PRJ4400,Project Function-based upward-trending open system,D018,In Progress,628764.62,1743746.78,Medium
PRJ4401,Project Persistent background benchmark,D020,Planning,138695.01,2386271.89,High
PRJ4402,Project Persistent composite pricing structure,D019,Planning,658256.48,718051.6,Low
PRJ4403,Project Managed logistical adapter,D013,Completed,199718.01,1513801.58,Critical
PRJ4404,Project Distributed client-driven flexibility,D012,In Progress,699622.6,1897430.19,Low
PRJ4405,Project Enterprise-wide leadingedge artificial intelligence,D002,Completed,700242.85,4648688.03,Low
PRJ4406,Project Robust real-time throughput,D020,Completed,153582.93,4855701.95,Critical
PRJ4407,Project Total tertiary algorithm,D007,Planning,327875.9,2168001.71,Low
PRJ4408,Project Visionary analyzing neural-net,D020,Planning,147508.51,55796.77,Low
PRJ4409,Project Monitored bandwidth-monitored Graphical User Interface,D018,Completed,142293.94,361688.78,Medium
PRJ4410,Project De-engineered fault-tolerant toolset,D002,Completed,958341.86,4921107.01,High
PRJ4411,Project Adaptive multimedia contingency,D001,Completed,365726.67,4962938.4,High
PRJ4412,Project Open-architected dedicated complexity,D005,Completed,279593.86,2626202.55,Medium
PRJ4413,Project Re-engineered maximized initiative,D008,Planning,904758.13,2717864.52,Critical
PRJ4414,Project Persevering demand-driven archive,D020,Completed,897274.26,747116.57,High
PRJ4415,Project Horizontal 6thgeneration product,D006,Planning,980165.5,3688536.37,High
PRJ4416,Project Stand-alone bandwidth-monitored analyzer,D011,In Progress,882837.75,4166418.3,High
PRJ4417,Project Optional responsive middleware,D010,Completed,567553.28,3310832.85,Medium
PRJ4418,Project Right-sized interactive budgetary management,D014,In Progress,163934.96,4139566.8,Medium
PRJ4419,Project Expanded dynamic workforce,D017,Completed,218725.41,3599722.85,Medium
PRJ4420,Project User-friendly 4thgeneration leverage,D020,In Progress,792448.9,2767454.96,Low
PRJ4421,Project Streamlined clear-thinking superstructure,D017,Completed,126889.77,4868369.28,Low
PRJ4422,Project Enterprise-wide web-enabled neural-net,D013,In Progress,154677.13,3044625.02,Critical
PRJ4423,Project Monitored cohesive Internet solution,D012,Planning,108255.48,4368161.34,Low
PRJ4424,Project Polarized dynamic firmware,D013,In Progress,645264.11,1042047.22,High
PRJ4425,Project Exclusive next generation strategy,D002,Cancelled,936416.96,2457646.31,Low
PRJ4426,Project Multi-channeled even-keeled utilization,D007,Completed,869650.76,251432.96,Critical
PRJ4427,Project Digitized 24hour infrastructure,D013,In Progress,287458.54,2704888.14,Medium
PRJ4428,Project Customer-focused composite ability,D013,In Progress,777330.75,4433173.9,High
PRJ4429,Project Quality-focused foreground algorithm,D010,Completed,417259.65,4346949.83,High
PRJ4430,Project Down-sized tertiary synergy,D004,Planning,722767.12,680967.89,Low
PRJ4431,Project Future-proofed leadingedge solution,D009,Cancelled,246332.12,3693989.51,Critical
PRJ4432,Project Polarized tangible service-desk,D001,Completed,861143.91,1019649.76,Critical
PRJ4433,Project Down-sized 6thgeneration open system,D004,Planning,936901.52,4377271.22,Critical
PRJ4434,Project Reduced discrete groupware,D012,In Progress,851040.45,438763.97,Low
PRJ4435,Project Innovative attitude-oriented solution,D018,Completed,923996.39,3539586.07,Low
PRJ4436,Project Organized secondary firmware,D013,Completed,827592.81,3242946.89,High
PRJ4437,Project Grass-roots motivating budgetary management,D012,Completed,749328.7,3771561.51,Medium
PRJ4438,Project Horizontal user-facing alliance,D007,Completed,208185.45,3183515.79,Medium
PRJ4439,Project Object-based background interface,D010,Completed,314796.9,3156866.34,Low
PRJ4440,Project Innovative needs-based superstructure,D008,Completed,275917.24,2832615.74,Medium
PRJ4441,Project Extended heuristic emulation,D004,Completed,382726.57,1478340.12,High
PRJ4442,Project Reduced clear-thinking Graphic Interface,D017,Completed,302940.46,1524948.15,Low
PRJ4443,Project Extended multimedia circuit,D014,Planning,384278.93,772307.04,Critical
PRJ4444,Project Universal real-time circuit,D014,Completed,571604.26,2373667.91,Medium
PRJ4445,Project Inverse maximized middleware,D006,Cancelled,708413.9,3113683.85,Medium
PRJ4446,Project Expanded zero administration info-mediaries,D015,In Progress,670925.31,4729236.9,Critical
PRJ4447,Project Phased user-facing collaboration,D015,Completed,813258.02,1162991.97,Low
PRJ4448,Project Networked maximized info-mediaries,D015,In Progress,921117.7,3633825.13,Medium
PRJ4449,Project Synchronized optimizing utilization,D020,Completed,875303.33,4319924.52,Medium
PRJ4450,Project Multi-channeled transitional forecast,D016,In Progress,115867.69,1630174.52,Low
PRJ4451,Project Open-source well-modulated approach,D016,In Progress,435141.47,1195079.45,Low
PRJ4452,Project Ameliorated high-level parallelism,D004,Completed,446266.57,1016819.79,Low
PRJ4453,Project Universal asymmetric complexity,D004,Completed,560521.02,239679.58,High
PRJ4454,Project Vision-oriented modular Graphic Interface,D017,In Progress,751069.73,4341625.82,High
PRJ4455,Project Public-key dedicated paradigm,D020,Planning,967707.66,1240301.05,High
PRJ4456,Project Total tangible superstructure,D016,Planning,21664.03,4302084.26,High
PRJ4457,Project Optional user-facing function,D014,Completed,296743.89,4209595.87,Low
PRJ4458,Project Progressive motivating productivity,D005,Completed,46218.68,230303.48,High
PRJ4459,Project Face-to-face zero tolerance encoding,D017,Completed,237899.08,4919751.8,Medium
PRJ4460,Project Synchronized impactful matrices,D017,Completed,892868.91,991409.23,Critical
PRJ4461,Project Extended bifurcated product,D016,Planning,919747.28,4631331.95,High
PRJ4462,Project Operative mobile workforce,D002,In Progress,478615.16,588911.57,Low
PRJ4463,Project Balanced even-keeled orchestration,D014,Completed,192836.66,1060445.57,Critical
PRJ4464,Project Public-key dynamic encoding,D020,In Progress,973684.53,1998006.95,Medium
PRJ4465,Project Future-proofed 5thgeneration portal,D018,Completed,662281.57,2755395.27,Medium
PRJ4466,Project Switchable context-sensitive concept,D009,Completed,177085.6,3078050.82,Critical
PRJ4467,Project Progressive heuristic data-warehouse,D010,Planning,530405.58,3459546.2,High
PRJ4468,Project Configurable zero tolerance alliance,D015,Completed,297498.53,2872345.26,Low
